type,name,address,ttl,comment,disabled,zone
a,ima-facade.kpt-dev.ch,185.178.61.199,14400,,False,kpt-dev.ch
a,kpthelp-ch.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,kptnet.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,media.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,portal-preview.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,author.preview.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,kollektiv.preview.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,scidentity.preview.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,www.preview.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,reiseversicherung.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,scidentity.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,sts.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,verwaltung-ohcp.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,www.kpt-dev.ch,185.178.61.199,28800,,False,kpt-dev.ch
a,kpt-tst.ch,185.178.61.199,28800,,False,kpt-tst.ch
a,wp-extern.kpt-tst.ch,185.178.61.206,3600,,False,kpt-tst.ch
a,krankenversicherung-visana.ch,4.226.8.64,14400,,False,krankenversicherung-visana.ch
a,localhost.krankenversicherung-visana.ch,127.0.0.1,14400,,False,krankenversicherung-visana.ch
a,my-visana.ch,4.226.8.64,14400,,False,my-visana.ch
a,mypoints.ch,4.226.8.64,14400,,False,mypoints.ch
a,myvisana.ch,4.226.8.64,14400,,False,myvisana.ch
a,localhost.myvisana.ch,127.0.0.1,14400,,False,myvisana.ch
a,pbbellerive.ch,80.74.145.6,14400,,False,pbbellerive.ch
a,www.pbbellerive.ch,80.74.145.6,3600,,False,pbbellerive.ch
a,pbbellerive.com,80.74.145.6,14400,,False,pbbellerive.com
a,www.pbbellerive.com,80.74.145.6,3600,,False,pbbellerive.com
a,pbihag.ch,80.74.154.102,14400,,False,pbihag.ch
a,autodiscover.pbihag.ch,185.178.61.229,14400,,False,pbihag.ch
a,avconf.pbihag.ch,195.65.190.37,14400,,False,pbihag.ch
a,avconf.pbihag.ch,195.65.190.60,14400,,False,pbihag.ch
a,dev-2022.pbihag.ch,80.74.154.102,14400,,False,pbihag.ch
a,mail.pbihag.ch,185.178.61.229,14400,,False,pbihag.ch
a,mx1.pbihag.ch,185.178.61.56,14400,,False,pbihag.ch
a,mx2.pbihag.ch,185.178.61.57,14400,,False,pbihag.ch
a,mxhybrid.pbihag.ch,185.178.61.59,14400,,False,pbihag.ch
a,mxhybrid.pbihag.ch,185.178.61.58,14400,,False,pbihag.ch
a,nsag.pbihag.ch,195.65.190.138,14400,,False,pbihag.ch
a,online.pbihag.ch,195.65.190.166,14400,,False,pbihag.ch
a,oos.pbihag.ch,195.65.190.140,14400,,False,pbihag.ch
a,sbc1.pbihag.ch,185.178.61.97,14400,,False,pbihag.ch
a,sbc2.pbihag.ch,185.178.61.98,14400,,False,pbihag.ch
a,secmail.pbihag.ch,185.178.61.44,900,,False,pbihag.ch
a,sfes.pbihag.ch,185.178.61.96,14400,,False,pbihag.ch
a,smtp1.pbihag.ch,195.65.190.41,14400,,False,pbihag.ch
a,smtp365.pbihag.ch,185.178.61.229,14400,,False,pbihag.ch
a,smtp4.pbihag.ch,195.65.190.46,14400,,False,pbihag.ch
a,ssl.pbihag.ch,195.65.190.134,14400,,False,pbihag.ch
a,stage.pbihag.ch,80.74.154.102,14400,,False,pbihag.ch
a,ucwebext01.pbihag.ch,195.65.190.140,14400,,False,pbihag.ch
a,vpn2corp.pbihag.ch,185.178.61.76,14400,,False,pbihag.ch
a,vpn2corp-test.pbihag.ch,185.178.61.46,14400,,False,pbihag.ch
a,webconf.pbihag.ch,195.65.190.35,14400,,False,pbihag.ch
a,webconf.pbihag.ch,195.65.190.54,14400,,False,pbihag.ch
a,www.pbihag.ch,80.74.154.102,14400,,False,pbihag.ch
a,privor.ch,149.126.4.59,14400,,False,privor.ch
a,admin.privor.ch,188.92.51.17,14400,,False,privor.ch
a,admin-test.privor.ch,188.92.52.17,14400,,False,privor.ch
a,gateway.privor.ch,188.92.51.18,14400,,False,privor.ch
a,gateway-test.privor.ch,188.92.52.18,14400,,False,privor.ch
a,oauth.privor.ch,188.92.51.17,14400,,False,privor.ch
a,oauth-test.privor.ch,188.92.52.17,14400,,False,privor.ch
a,pedia-test.privor.ch,188.92.52.17,14400,,False,privor.ch
a,staging.privor.ch,149.126.4.59,14400,,False,privor.ch
a,vd.privor.ch,193.223.56.169,14400,,False,privor.ch
a,vd-test.privor.ch,193.223.56.173,14400,,False,privor.ch
a,vorsorgepedia.privor.ch,188.92.51.17,14400,,False,privor.ch
a,vorsorgepedia-test.privor.ch,188.92.52.17,14400,,False,privor.ch
a,vorsorgeportal.privor.ch,188.92.51.17,14400,,False,privor.ch
a,vorsorgeportal-test.privor.ch,188.92.52.17,14400,,False,privor.ch
a,proventx.ch,94.126.20.124,120,,False,proventx.ch
a,www.proventx.ch,94.126.20.124,120,,False,proventx.ch
a,regional-banken.ch,149.126.4.73,14400,,False,regional-banken.ch
a,regionalbank.ch,149.126.4.73,14400,,False,regionalbank.ch
a,regionalbanken.ch,149.126.4.73,14400,,False,regionalbanken.ch
a,staging.regionalbanken.ch,149.126.4.73,14400,,False,regionalbanken.ch
a,sana-24.ch,4.226.8.64,14400,,False,sana-24.ch
a,localhost.sana-24.ch,127.0.0.1,14400,,False,sana-24.ch
a,sana24.ch,4.226.8.64,14400,,False,sana24.ch
a,localhost.sana24.ch,127.0.0.1,14400,,False,sana24.ch
a,saveyourfriends.ch,4.226.8.64,14400,,False,saveyourfriends.ch
a,sphereshield.stratusworks.ch,20.203.248.235,14400,,False,stratusworks.ch
a,crl.swissic.ch,185.178.60.81,14400,,False,swissic.ch
a,rdgw.swissic.ch,185.178.60.26,14400,,False,swissic.ch
a,secure.swissic.ch,185.178.60.24,14400,,False,swissic.ch
a,test2.swissic.ch,185.178.60.23,600,,False,swissic.ch
a,visana-ag.ch,4.226.8.64,14400,,False,visana-ag.ch
a,localhost.visana-ag.ch,127.0.0.1,14400,,False,visana-ag.ch
a,visana-ag.com,4.226.8.64,14400,,False,visana-ag.com
a,localhost.visana-ag.com,127.0.0.1,14400,,False,visana-ag.com
a,www.visana-ag.com,4.226.8.64,14400,,False,visana-ag.com
a,visana-club.ch,4.226.8.64,14400,,False,visana-club.ch
a,localhost.visana-club.ch,127.0.0.1,14400,,False,visana-club.ch
a,visana-finanz.ch,4.226.8.64,14400,,False,visana-finanz.ch
a,visana-plus.ch,4.226.8.64,14400,,False,visana-plus.ch
a,visana-services.com,194.88.196.6,14400,,False,visana-services.com
a,localhost.visana-services.com,127.0.0.1,14400,,False,visana-services.com
a,www.visana-services.com,194.88.196.6,14400,,False,visana-services.com
a,visana-versicherung.ch,4.226.8.64,14400,,False,visana-versicherung.ch
a,visana-versicherungen.ch,4.226.8.64,14400,,False,visana-versicherungen.ch
a,visana.ch,151.101.194.132,30,,False,visana.ch
a,visana.ch,151.101.130.132,30,,False,visana.ch
a,visana.ch,151.101.66.132,30,,False,visana.ch
a,visana.ch,151.101.2.132,30,,False,visana.ch
a,www.abna.visana.ch,4.226.42.173,14400,,False,visana.ch
a,amn2c5.visana.ch,85.215.69.218,14400,,False,visana.ch
a,app.visana.ch,185.178.61.61,14400,,False,visana.ch
a,app-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,app-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,app-tst04.visana.ch,185.178.61.62,14400,,False,visana.ch
a,autonom-daheim-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,autonom-daheim-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,autonome-chez-soi-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,autonome-chez-soi-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,autonomi-a-casa-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,autonomi-a-casa-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,centvistest.visana.ch,217.192.234.122,14400,,False,visana.ch
a,conf.visana.ch,217.192.234.136,14400,,False,visana.ch
a,crl.visana.ch,185.178.60.81,14400,,False,visana.ch
a,crm-bsi-gw.visana.ch,185.178.62.5,14400,,False,visana.ch
a,crm-bsi-gw.visana.ch,185.178.62.6,14400,,False,visana.ch
a,dap.visana.ch,185.178.61.61,14400,,False,visana.ch
a,g3du47.dap.visana.ch,85.215.69.218,14400,,False,visana.ch
a,dap-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,dap-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,dns1.visana.ch,46.140.160.200,14400,,False,visana.ch
a,dns2.visana.ch,217.192.234.1,14400,,False,visana.ch
a,entry.visana.ch,185.178.61.61,14400,,False,visana.ch
a,qr99nz.entry.visana.ch,85.215.69.218,14400,,False,visana.ch
a,entry-dev01.visana.ch,185.178.61.62,14400,,False,visana.ch
a,entry-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,entry-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,entry-test.visana.ch,192.168.228.210,14400,,False,visana.ch
a,entry-tst04.visana.ch,185.178.61.62,14400,,False,visana.ch
a,gitlab.visana.ch,185.178.61.61,14400,,False,visana.ch
a,guest-portal.visana.ch,192.168.228.90,14400,,False,visana.ch
a,mailnewsletter.visana.ch,195.190.140.71,14400,,False,visana.ch
a,mailsecgw-nonprod.visana.ch,217.192.234.138,14400,,False,visana.ch
a,mailsecgw01-news.visana.ch,217.192.234.118,14400,,False,visana.ch
a,mailsecgw02-news.visana.ch,46.140.160.219,14400,,False,visana.ch
a,mobiapp.visana.ch,46.140.160.237,14400,,False,visana.ch
a,mx1.visana.ch,185.178.62.16,14400,,False,visana.ch
a,mx2.visana.ch,185.178.62.17,14400,,False,visana.ch
a,mx3.visana.ch,185.178.62.5,14400,,False,visana.ch
a,mx4.visana.ch,185.178.62.6,14400,,False,visana.ch
a,mxhybrid.visana.ch,185.178.62.25,14400,,False,visana.ch
a,mxhybrid.visana.ch,185.178.62.24,14400,,False,visana.ch
a,my.visana.ch,185.178.61.61,14400,,False,visana.ch
a,my-dev01.visana.ch,185.178.61.62,14400,,False,visana.ch
a,my-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,my-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,my-tst04.visana.ch,185.178.61.62,14400,,False,visana.ch
a,preprod-receiver-ix.visana.ch,185.178.62.35,14400,,False,visana.ch
a,quiz.visana.ch,51.107.68.68,14400,,False,visana.ch
a,receiver.visana.ch,185.178.61.61,14400,,False,visana.ch
a,receiver-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,receiver-prd01.visana.ch,185.178.61.61,14400,,False,visana.ch
a,sbc01.visana.ch,185.178.62.69,14400,,False,visana.ch
a,sbc01-cc.visana.ch,185.178.62.77,14400,,False,visana.ch
a,sbc02.visana.ch,185.178.62.70,14400,,False,visana.ch
a,sbc02-cc.visana.ch,185.178.62.78,14400,,False,visana.ch
a,sbc1.visana.ch,46.140.160.212,14400,,False,visana.ch
a,sbc1-cc.visana.ch,46.140.160.211,14400,,False,visana.ch
a,sbc2.visana.ch,217.192.234.135,14400,,False,visana.ch
a,sbc2-cc.visana.ch,217.192.234.121,14400,,False,visana.ch
a,sbclab-cc.visana.ch,217.192.234.147,14400,,False,visana.ch
a,securemail.visana.ch,185.178.62.18,60,,False,visana.ch
a,securemail-int01.visana.ch,185.178.61.63,14400,,False,visana.ch
a,securemail-test.visana.ch,46.140.160.236,14400,,False,visana.ch
a,tel.visana.ch,217.192.234.136,14400,,False,visana.ch
a,test-mft.visana.ch,192.168.228.217,14400,,False,visana.ch
a,vabel.visana.ch,217.192.234.123,14400,,False,visana.ch
a,virtual.visana.ch,217.192.235.5,14400,,False,visana.ch
a,vpn2corp.visana.ch,185.178.62.60,14400,,False,visana.ch
a,vpn2corp-test.visana.ch,185.178.62.59,300,,False,visana.ch
a,vpnhp.visana.ch,46.140.208.66,14400,,False,visana.ch
a,vpnwp.visana.ch,212.243.96.130,14400,,False,visana.ch
a,xa5053.visana.ch,192.168.60.33,14400,,False,visana.ch
a,visana.com,194.88.196.6,14400,,False,visana.com
a,localhost.visana.com,127.0.0.1,14400,,False,visana.com
a,www.visana.com,194.88.196.6,14400,,False,visana.com
a,visana.eu,194.88.196.6,14400,,False,visana.eu
a,localhost.visana.eu,127.0.0.1,14400,,False,visana.eu
a,www.visana.eu,194.88.196.6,14400,,False,visana.eu
a,visanaclub.ch,4.226.8.64,14400,,False,visanaclub.ch
a,localhost.visanaclub.ch,127.0.0.1,14400,,False,visanaclub.ch
a,visanaplus.ch,4.226.8.64,14400,,False,visanaplus.ch
a,az-adfs.visanatest.ch,192.168.44.129,14400,,False,visanatest.ch
a,sbclab.visanatest.ch,217.192.234.132,14400,,False,visanatest.ch
a,viva-care.ch,4.226.8.64,14400,,False,viva-care.ch
a,localhost.viva-care.ch,127.0.0.1,14400,,False,viva-care.ch
a,vivacare.ch,4.226.8.64,14400,,False,vivacare.ch
a,localhost.vivacare.ch,127.0.0.1,14400,,False,vivacare.ch
a,vorsorge-konto.ch,217.71.90.108,14400,,False,vorsorge-konto.ch
a,vsrb.ch,149.126.4.73,14400,,False,vsrb.ch
a,forum.vsrb.ch,149.126.4.73,14400,,False,vsrb.ch
a,login.vsrb.ch,149.126.4.73,14400,,False,vsrb.ch
a,securemail.vsrb.ch,185.178.62.13,300,,False,vsrb.ch
a,staging-login.vsrb.ch,149.126.4.73,14400,,False,vsrb.ch
a,testing.vsrb.ch,149.126.4.73,14400,,False,vsrb.ch
a,wwwvisana.ch,194.88.196.6,14400,,False,wwwvisana.ch
a,zukunftistjetzt.ch,185.178.61.39,3600,,False,zukunftistjetzt.ch
a,www.zukunftistjetzt.ch,185.178.61.39,3600,,False,zukunftistjetzt.ch
a,@,94.126.20.124,3600,,False,inventix.ch
a,test3,10.1.1.3,3600,,False,inventix.ch
a,test,10.11.11.11,3600,,False,inventix.ch
a,mail,62.12.142.98,1,,False,inventx-events.ch
a,migrationtest,213.158.152.245,1,,False,inventx-events.ch
a,www,213.158.152.245,1,,False,inventx-events.ch
